NAME,LONGITUDE,LATITUDE,CATEGORY,STATE,Elevation,LC_Type2,FLD_ELEV,FLD_ZONE,CFLD_RISKS,RFLD_RISKS,HRCN_RISKS
OCEANS BEHAVIORAL HOSPITAL OF GREATER NEW ORLEANS - GRETNA,-90.2583297,30.02349579,H,LA,11.0,13,-0.67,Nan,11.082052659462972,15.701017276700725,31.12079435071329
OCEANS BEHAVIORAL HOSPITAL OF HAMMOND,-90.45912729999999,30.47379743,H,LA,10.0,9,74.6,VE,3.076196035610423,33.710544989938924,30.910263965911607
OCEANS BEHAVIORAL HOSPITAL OF LAKE CHARLES,-93.22295899,30.17646012,H,LA,6.0,13,20.38,VE,11.040993471829749,27.35662552336445,42.27678734831692
OCEANS BEHAVIORAL HOSPITAL OF OPELOUSAS,-92.07286874,30.50820845,H,LA,18.0,14,38.5,AO,2.0282345179630097,31.04664993562621,30.61074955933763
OCEANS HOSPITAL OF BROUSSARD,-91.98092415,30.13787777,H,LA,8.0,10,27.3,Nan,3.8143250478722237,36.53425803825645,24.22181006990768
OCHSNER ABROM KAPLAN MEMORIAL HOSPITAL,-92.29706768,30.00808717,H,LA,9.0,14,14.8,VE,10.23676678229263,35.95762990796772,41.053518233551614
OCHSNER ACADIA GENERAL HOSPITAL,-92.36365071,30.22600918,H,LA,15.0,12,23.85,AH,6.005764909661592,32.76835814306009,33.63312718293652
OCHSNER EXTENDED CARE HOSPITAL,-92.07961315,30.47171629,H,LA,16.0,10,38.5,AO,2.0282345179630097,31.04664993562621,30.61074955933763
OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,-92.01936274,30.202686100000005,H,LA,26.0,13,27.3,Nan,4.719047512263661,23.11729850427648,26.864915468244646
OCHSNER LSU HEALTH MONROE,-92.1067958,32.45088913,H,LA,25.0,10,77.23,Nan,0.0,17.591539987773107,6.434482224411973
OCHSNER LSU HEALTH SHREVEPORT,-93.76165992,32.48073703,H,LA,70.0,13,192.01,AE,0.0,17.433922099781153,5.5159395822739015
OCHSNER LSU HEALTH SHREVEPORT - ST. MARY MEDICAL CENTER,-93.75001230000001,32.4952131,H,LA,96.0,13,192.01,AE,0.0,0.0,4.010120834008432
OCHSNER MEDICAL CENTER,-90.14555057,29.96140175,H,LA,9.0,13,-0.67,Nan,8.78296395940028,10.311230701888306,29.899536983041237
OCHSNER MEDICAL CENTER - BATON ROUGE,-90.99965218,30.44255395,H,LA,14.0,4,48.91,AE,2.3101814234141727,27.183911145632315,14.843134487631907
"OCHSNER MEDICAL CENTER - NORTHSHORE, LLC",-89.74265678,30.28718569,H,LA,13.0,13,0.0,Nan,8.657598280920746,0.0,58.53827285815657
OCHSNER MEDICAL CENTER - KENNER LLC,-90.2708084,30.02452407,H,LA,9.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
OCHSNER REHABILITATION HOSPITAL,-90.15422149999999,29.961542200000004,H,LA,8.0,13,-0.67,Nan,10.482288925319377,9.236338220644383,29.35493528349016
OCHSNER ST. ANNE GENERAL HOSPITAL,-90.56525390000002,29.70267142,H,LA,11.0,12,0.0,Nan,18.308648014488558,9.651210502583957,35.49700636785246
OCHSNER ST. MARTIN HOSPITAL,-91.88985828,30.28279209,H,LA,13.0,12,16.51,AE,7.1765054597741065,17.98427070691713,25.667963831618824
OCHSNER ST. MARY,-91.2010191,29.7085886,H,LA,8.0,9,8.77,Nan,16.941848882876087,36.787965363512996,43.230027824452584
OCHSNER UNIVERSITY HOSPITAL AND CLINICS,-92.04625372,30.21716081,H,LA,11.0,13,27.3,Nan,2.204746901099663,40.0735457910715,24.71914646629251
OMEGA HOSPITAL LLC,-90.15918502,29.99914789,H,LA,8.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
OPELOUSAS GENERAL HEALTH SYSTEM,-92.07948718,30.47160362,H,LA,16.0,10,38.5,AO,2.0282345179630097,31.04664993562621,30.61074955933763
"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",-92.03636654,30.15089058,H,LA,13.0,9,27.3,Nan,3.8143250478722237,36.53425803825645,24.22181006990768
OUR LADY OF THE ANGELS HOSPITAL,-89.86934105,30.7782294,H,LA,27.0,13,126.7,AE,0.0,16.172799133937215,67.21318794729225
OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,-91.10634383,30.40372006,H,LA,24.0,13,48.91,AE,2.3101814234141727,27.183911145632315,14.843134487631907
OUR LADY OF THE LAKE SURGICAL HOSPITAL,-89.75581690000001,30.2732192,H,LA,11.0,9,0.0,Nan,8.362359958465996,0.0,60.268612988431386
PAM SPECIALTY HOSPITAL OF COVINGTON,-90.07312565,30.44740542,H,LA,12.0,8,0.0,Nan,8.71899283355019,2.1413769643929492,55.52150713099062
PAM SPECIALTY HOSPITAL OF HAMMOND,-90.45514432,30.46784168,H,LA,8.0,9,74.6,VE,3.076196035610423,33.710544989938924,30.910263965911607
PAM SPECIALTY HOSPITAL OF SHREVEPORT SOUTH,-93.70904236,32.43197835,H,LA,68.0,13,192.01,AE,0.0,9.749948972906557,4.871328227947365
PARK PLACE SURGICAL HOSPITAL,-92.0365801,30.1494289,H,LA,13.0,9,27.3,Nan,3.8143250478722237,36.53425803825645,24.22181006990768
PATHWAY REHABILITATION HOSPITAL OF BOSSIER,-93.66982134,32.46081223,H,LA,49.0,13,171.07,AO,0.0,43.30221289769926,4.7920195106960595
PERIMETER BEHAVIORAL HOSPITAL OF NEW ORLEANS,-90.27217524,30.02798886,H,LA,10.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
PHYSICIANS BEHAVIORAL HOSPITAL,-93.77092547,32.47226583,H,LA,76.0,13,192.01,AE,0.0,17.433922099781153,5.5159395822739015
PHYSICIANS MEDICAL CENTER,-90.74837078,29.599562300000002,H,LA,7.0,13,0.0,Nan,23.39868179976725,19.78860514289636,35.84735184578004
POINTE COUPEE GENERAL HOSPITAL,-91.46142261,30.68374181,H,LA,11.0,0,0.0,Nan,3.290640287707023,12.372592516249785,27.05072619509728
PRAIRIEVILLE FAMILY HOSPITAL,-90.97855666,30.31787889,H,LA,17.0,9,13.53,AH,10.611539705489138,33.442774816674394,26.949733874911328
PREVOST MEMORIAL HOSPITAL,-91.00272191,30.08873891,H,LA,8.0,12,13.53,AH,10.611539705489138,33.442774816674394,26.949733874911328
RAPIDES REGIONAL MEDICAL CENTER,-92.4496687,31.31508121,H,LA,30.0,13,0.0,Nan,0.0,17.780284647447427,20.72141716210381
"RED RIVER BEHAVIORAL CENTER, LLC",-93.70448844,32.54582995,H,LA,51.0,13,171.07,AO,0.0,41.13380478640034,5.8533669778985775
REEVES MEMORIAL MEDICAL CENTER,-92.65664868,32.82399167,H,LA,68.0,8,99.82,Nan,0.0,17.775053825089476,6.009239372065643
REGIONS BEHAVIORAL HOSPITAL,-91.09756236,30.44479763,H,LA,23.0,13,48.91,AE,0.8163719898444181,29.807127469772574,16.811734014455592
REHABILITATION HOSPITAL OF JENNINGS,-92.66231985,30.23993074,H,LA,14.0,14,17.33,VE,6.3890189734913365,26.564450410540967,26.41615939376775
RICHARDSON MEDICAL CENTER,-91.74922409999999,32.46316356,H,LA,22.0,12,80.4,Nan,0.0,45.230934479263446,10.496680856658372
RICHLAND PARISH HOSPITAL - DELHI,-91.49323801,32.45285126,H,LA,25.0,10,80.4,Nan,0.0,9.800929593132302,9.13418761199082
RIVER OAKS HOSPITAL,-90.20280579,29.962002000000002,H,LA,6.0,13,-0.67,Nan,9.87061560205825,10.351121365061703,40.10332569994903
RIVER PLACE BEHAVIORAL HEALTH,-90.51436328,30.07172675,H,LA,9.0,9,26.1,VE,8.259845598644361,0.224501081715696,32.036869764612696
RIVERBEND REHABILITATION HOSPITAL,-90.09403074,29.97353458,H,LA,7.0,13,-3.25,Nan,7.506909814949387,5.42629214271984,44.937192157227706
RIVERBRIDGE SPECIALTY HOSPITAL,-91.42606698,31.56117486,H,LA,15.0,0,0.0,Nan,0.0,30.06364762655225,19.30959147761996
"RIVERSIDE HOSPITAL OF LOUISIANA, INC",-92.487302,31.301332000000002,H,LA,26.0,13,0.0,Nan,0.0,6.503727842228438,17.89474846324805
RIVERSIDE MEDICAL CENTER,-90.15273148,30.83421672,H,LA,32.0,10,126.7,AE,0.0,16.38833188588404,57.125344243315524
RUSTON REGIONAL SPECIALTY HOSPITAL,-92.63158917,32.51413779,H,LA,95.0,8,202.6,AE,0.0,19.07847916367929,11.987270815138578
SABINE MEDICAL CENTER,-93.47144539,31.5603097,H,LA,67.0,8,0.0,Nan,0.0,23.184762162991532,15.455754699840686
SAGE REHAB OF LAFAYETTE,-92.01157640000001,30.18034409,H,LA,11.0,13,27.3,Nan,3.8143250478722237,36.53425803825645,24.22181006990768
SAGE REHABILITATION HOSPITAL,-91.10381709,30.40042361,H,LA,24.0,13,48.91,AE,4.683618341358431,43.78690559462703,17.056833407514418
SAGE SPECIALTY HOSPITAL,-90.91857941,30.48438553,H,LA,21.0,9,42.22,Nan,5.4180584580879865,43.382456733142426,23.538076198199448
SAVOY MEDICAL CENTER,-92.41787739,30.64222524,H,LA,22.0,14,60.12,AE,0.3739357820724998,26.253912240275522,32.077070034188964
SEASIDE BEHAVIORAL CENTER,-89.99466536,29.91013985,H,LA,8.0,13,-3.25,Nan,11.818957030956984,6.331919789611518,68.34118651817185
SEASIDE HEALTH SYSTEM,-91.14491214,30.44964509,H,LA,21.0,13,48.91,AE,0.3046141947783889,23.79041013850945,17.629859096231012
SERENITY SPRINGS SPECIALTY HOSPITAL,-92.60209249,32.57704527,H,LA,92.0,10,202.6,AE,0.0,20.048349712715176,12.513638314115875
SHRINERS HOSPITALS FOR CHILDREN,-93.75757831,32.48105508,H,LA,61.0,13,192.01,AE,0.0,17.433922099781153,5.5159395822739015
SLIDELL MEMORIAL HOSPITAL,-89.76972395,30.28401997,H,LA,9.0,13,0.0,Nan,8.362359958465996,0.0,60.268612988431386
SOUTH CAMERON MEMORIAL HOSPITAL,-93.16568331,29.80807845,H,LA,7.0,9,0.0,Nan,22.653342835320878,25.97930558145309,51.06888845340839
"SOUTHEAST REGIONAL MEDICAL CENTER, INC",-90.51924697,30.93712864,H,LA,72.0,9,74.6,VE,1.3060079501031825,30.281932234252647,29.837907725131416
SPECIALISTS HOSPITAL SHREVEPORT,-93.74671417,32.49764895,H,LA,90.0,13,192.01,AE,0.0,0.0,4.010120834008432
SPECIALTY HOSPITAL,-92.40562585,32.77612793,H,LA,46.0,13,99.82,Nan,0.0,16.21795029105352,4.543009956840047
SPECIALTY REHABILITATION HOSPITAL,-93.34052948,32.02896214,H,LA,55.0,9,0.0,Nan,0.0,18.29156015956768,9.135359551802074
SPRINGHILL MEDICAL CENTER,-93.4435518,33.01028774,H,LA,73.0,8,216.73,AE,0.0,22.12991354219329,7.264618052988883
ST. BERNARD PARISH HOSPITAL,-89.98922197,29.95471258,H,LA,7.0,13,0.96,Nan,8.022079322314516,18.434412127850976,39.93309275758049
ST. CHARLES PARISH HOSPITAL,-90.37069157,29.92391394,H,LA,8.0,13,0.0,Nan,13.699432394619276,14.430402365008565,32.79033548843337
ST. CHARLES SURGICAL HOSPITAL,-90.07713092,29.93751723,H,LA,10.0,13,-3.25,Nan,6.878627744044441,4.100426853792077,45.883845543292324
ST. FRANCIS MEDICAL CENTER,-92.11455423,32.49982124,H,LA,29.0,13,77.23,Nan,0.0,21.79597483995896,6.15785767344998
ST. HELENA PARISH HOSPITAL,-90.66593019,30.83118705,H,LA,55.0,8,145.31,Nan,0.0,24.62583250088708,40.717177455011615
"ST JAMES BEHAVIORAL HEALTH HOSPITAL, INC",-90.95195201,30.20350204,H,LA,8.0,8,13.53,AH,15.09323159376093,34.655881066980236,23.66755551084702
ST. JAMES PARISH HOSPITAL,-90.70398448,30.05187089,H,LA,10.0,13,27.67,Nan,12.489779597836833,7.014565876885166,32.164654386470005
ST. LANDRY EXTENDED CARE HOSPITAL,-92.07528508,30.54488807,H,LA,32.0,14,38.5,AO,2.0282345179630097,31.04664993562621,30.61074955933763
ST. TAMMANY PARISH HOSPITAL,-90.11292956,30.46866389,H,LA,18.0,9,0.0,Nan,10.065289367378792,0.0,54.18230836045028
STERLING SURGICAL HOSPITAL,-89.7709814,30.29175716,H,LA,12.0,13,0.0,Nan,8.651361181639603,0.0,67.70396062027281
STERLINGTON REHABILITATION HOSPITAL,-91.91945782,32.77637613,H,LA,42.0,13,99.26,Nan,0.0,13.377786573870376,6.249961399367567
SURGICAL SPECIALTY CENTER OF BATON ROUGE,-91.10085647,30.37648988,H,LA,27.0,13,48.91,AE,2.3101814234141727,27.183911145632315,14.843134487631907
TERREBONNE GENERAL HEALTH SYSTEM,-90.71392331,29.59696051,H,LA,10.0,13,0.0,Nan,23.39868179976725,19.78860514289636,35.84735184578004
THE GENERAL,-91.15315392,30.44953409,H,LA,15.0,13,48.91,AE,0.3046141947783889,23.79041013850945,17.629859096231012
"THE NEUROMEDICAL CENTER REHABILITATION HOSPITAL, LLC",-91.09414247,30.37991656,H,LA,21.0,13,48.91,AE,2.3101814234141727,27.183911145632315,14.843134487631907
THE SPINE HOSPITAL OF LOUISIANA,-91.09403416,30.38027892,H,LA,21.0,13,48.91,AE,2.3101814234141727,27.183911145632315,14.843134487631907
THIBODAUX REGIONAL MEDICAL CENTER,-90.80576544,29.78159105,H,LA,7.0,12,0.0,Nan,8.15564280238237,4.797748213753861,28.640334847099968
TOURO INFIRMARY,-90.09215275,29.925776799999998,H,LA,19.0,13,-3.25,Nan,10.622032790675707,7.749819941063375,72.00333868907573
"TRI PARISH REHABILITATION HOSPITAL, LLC",-93.28439214,30.94086281,H,LA,59.0,8,210.77,AE,0.0,19.017673882483727,8.994562587763694
TRINITY MEDICAL,-91.5266307,31.609830199999998,H,LA,25.0,14,0.0,Nan,0.0,23.040283287315173,17.216480446266146
TULANE MEDICAL CENTER,-90.07690391,29.95480011,H,LA,29.0,13,-3.25,Nan,10.357452891097534,8.056737526207032,94.22988789069885
UNION GENERAL HOSPITAL,-92.39229963,32.78771507,H,LA,52.0,8,99.82,Nan,0.0,16.21795029105352,4.543009956840047
UNITED MEDICAL HEALTHWEST - NEW ORLEANS,-90.03069185,29.86597947,H,LA,9.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
UNITED MEDICAL REHABILITATION HOSPITAL,-90.46106944,30.46521737,H,LA,12.0,9,74.6,VE,3.076196035610423,33.710544989938924,30.910263965911607
UNIVERSAL BEHAVIORAL HEALTH HOSPITAL,-90.460854,30.49658028,H,LA,10.0,9,74.6,VE,0.33854088924916104,26.83676337996565,32.092742906857865
UNIVERSITY MEDICAL CENTER NEW ORLEANS,-90.08194894,29.96018576,H,LA,9.0,13,-3.25,Nan,8.533771739706511,6.069617662445131,56.19504611774342
VERMILION BEHAVIORAL HEALTH SYSTEMS,-92.04602044,30.27134213,H,LA,11.0,10,27.3,Nan,1.1855643423196425,34.274510966576955,23.922823760834408
VILLA FELICIANA MEDICAL COMPLEX,-91.1585267,30.83549912,H,LA,70.0,10,163.99,Nan,0.0,17.47804413836205,27.681311941383985
WEST CALCASIEU CAMERON HOSPITAL,-93.3686749,30.23025355,H,LA,11.0,13,20.38,VE,8.117405077885925,34.167113803845304,39.34594930726019
WEST CARROLL MEMORIAL HOSPITAL,-91.38238199,32.86829874,H,LA,31.0,9,102.81,Nan,0.0,27.016161972701425,12.433963555077224
WEST FELICIANA PARISH HOSPITAL,-91.36667285,30.78371481,H,LA,38.0,8,0.0,Nan,0.0,12.578449678778858,25.238819190637628
WEST JEFFERSON MEDICAL CENTER,-90.09480450000001,29.89221354,H,LA,13.0,13,-0.67,Nan,13.41029025120117,15.62889079229943,46.83024313773979
WILLIS - KNIGHTON MEDICAL CENTER,-93.7799172,32.48441774,H,LA,93.0,13,192.01,AE,0.0,2.893149035023395,4.2576918697595385
WINN PARISH MEDICAL CENTER,-92.64550955,31.92450593,H,LA,41.0,13,0.0,Nan,0.0,21.054898070558416,9.454479214500276
WOMAN'S HOSPITAL,-91.03805021,30.38565533,H,LA,20.0,9,48.91,AE,6.441223686886794,47.12351844186183,17.878565332090425
ZACHARY - AMG SPECIALTY HOSPITAL,-91.13969449,30.64722058,H,LA,31.0,9,48.91,AE,1.342109706376448,36.0597918295161,17.127812392978708
ALLEGIANCE SPECIALTY HOSPITAL OF GREENVILLE,-91.05089815,33.40346563,H,MS,34.0,13,119.21,Nan,0.0,0.0,4.166145218075525
ALLIANCE HEALTH CENTER,-88.67599657,32.40930168,H,MS,125.0,8,358.86,AE,0.0,27.23360428905214,37.164695563687296
"ALLIANCE HEALTHCARE SYSTEM, INC",-89.41665948,34.78709887,H,MS,166.0,9,358.08,Nan,0.0,7.651725804326108,6.931304946638143
ANDERSON REGIONAL MEDICAL CENTER,-88.70007004,32.37115474,H,MS,120.0,13,358.86,AE,0.0,24.22149917601872,33.64388331979021
ANDERSON REGIONAL MEDICAL CENTER SOUTH,-88.69903542,32.36843764,H,MS,119.0,13,358.86,AE,0.0,22.21124022858123,43.26250690345008
BAPTIST MEDICAL CENTER - ATTALA,-89.59836339,33.06586615,H,MS,133.0,13,415.92,Nan,0.0,23.838811803491982,28.577020310361142
BAPTIST MEDICAL CENTER LEAKE,-89.517516,32.739439000000004,H,MS,105.0,8,348.0,Nan,0.0,29.845330609189066,30.92345549674441
BAPTIST MEDICAL CENTER YAZOO,-90.40425941,32.8588947,H,MS,34.0,14,116.13,Nan,0.0,36.711851407393524,21.34296110442764
BAPTIST MEMORIAL HOSPITAL - BOONEVILLE,-88.56613194,34.65778485,H,MS,155.0,13,0.0,Nan,0.0,10.92813071134626,9.18543160768868
BAPTIST MEMORIAL HOSPITAL - CALHOUN,-89.31837329,33.8708532,H,MS,85.0,8,263.75,AE,0.0,18.91337710219884,23.004076595729746
BAPTIST MEMORIAL HOSPITAL - DESOTO,-89.99816568,34.96986475,H,MS,104.0,13,291.11,AE,0.0,16.245246744069192,6.714183680653452
BAPTIST MEMORIAL HOSPITAL - GOLDEN TRIANGLE,-88.42782379,33.52528491,H,MS,63.0,13,192.48,AO,0.0,17.47858545657159,24.96146199307006
BAPTIST MEMORIAL HOSPITAL - NORTH MS,-89.529729,34.34799,H,MS,144.0,8,346.83,AE,0.0,9.657192616351141,7.69423759422668
BAPTIST MEMORIAL HOSPITAL - UNION COUNTY,-89.02806743,34.49783221,H,MS,115.0,9,0.0,A,0.0,15.715559550222773,8.089977525015136
BEACHAM MEMORIAL HOSPITAL,-90.45959046,31.1458664,H,MS,99.0,9,338.6,AE,0.0,9.647539329936725,51.94433001033961
BOLIVAR MEDICAL CENTER,-90.70841447,33.74891062,H,MS,40.0,12,139.88,Nan,0.0,25.56305573334005,8.946383219807611
BRENTWOOD BEHAVIORAL HEALTHCARE OF MS,-90.10023004,32.33159686,H,MS,80.0,13,321.3,AE,0.0,15.570372394593283,26.118276332036327
CHOCTAW REGIONAL MEDICAL CENTER,-89.18268334,33.31994427,H,MS,176.0,13,503.49,AE,0.0,14.362948992875614,30.28959072247739
CLAIBORNE COUNTY HOSPITAL,-90.98471094,31.94631084,H,MS,57.0,8,106.94,AE,0.0,14.636722064555066,25.095758774485112
COPIAH COUNTY MEDICAL CENTER,-90.41463576,31.871355100000002,H,MS,129.0,8,230.88,AE,0.0,12.523749871236086,31.1875838431739
COVINGTON COUNTY HOSPITAL,-89.55474347,31.63722205,H,MS,102.0,8,267.38,AE,0.0,16.890383374511455,36.60260756676273
DELTA REGIONAL MEDICAL CENTER,-91.03480768,33.41066929,H,MS,28.0,9,119.21,Nan,0.0,25.778212038164,6.089258896907633
DELTA REGIONAL MEDICAL CENTER - WEST CAMPUS,-91.05056502,33.40348705,H,MS,34.0,13,119.21,Nan,0.0,0.0,4.166145218075525
DIAMOND GROVE CENTER,-89.06731116,33.09746861,H,MS,156.0,8,510.28,AE,0.0,14.039589311336865,28.83836322691275
EAST MISSISSIPPI STATE HOSPITAL,-88.72646197,32.37605729,H,MS,122.0,13,358.86,AE,0.0,11.401997289217865,34.07127250007889
ENCOMPASS HEALTH REHABILITATION HOSPITAL,-89.11603598,30.36741843,H,MS,13.0,13,54.92,VE,5.785444060692201,11.838980368926006,100.0
FIELD HEALTH SYSTEMS,-91.05887840000001,31.08209929,H,MS,109.0,8,0.0,A,0.0,12.067081829223225,53.62520837404912
FORREST GENERAL HOSPITAL,-89.32959247,31.31857979,H,MS,56.0,13,183.71,AE,0.0,17.351567690063895,50.9110862437747
FRANKLIN COUNTY MEMORIAL HOSPITAL,-90.88440552,31.47318095,H,MS,115.0,8,0.0,A,0.0,18.121244997132766,17.99301810605438
GARDEN PARK MEDICAL CENTER,-89.09343366,30.44409012,H,MS,9.0,13,54.92,VE,6.239031342046257,7.744240386990037,55.46471341419678
GEORGE REGIONAL HOSPITAL,-88.59393837,30.92192447,H,MS,81.0,8,90.31,AE,0.0,7.635680866245846,29.331948224322964
NORTH MISSISSIPPI MEDICAL CENTER - GILMORE - AMORY,-88.47660447,33.97772925,H,MS,76.0,13,220.27,Nan,0.0,17.682433654828294,7.207701598786197
GREENE COUNTY HOSPITAL,-88.56278243,31.15399173,H,MS,30.0,8,87.59,Nan,0.0,15.926763298678381,43.59401222621703
GREENWOOD LEFLORE HOSPITAL,-90.19915962,33.5178092,H,MS,47.0,13,127.6,Nan,0.0,13.177925370259874,7.979542878883463
GULF OAKS BEHAVIORAL HOSPITAL,-88.99959226,30.392244,H,MS,14.0,13,54.92,VE,6.239031342046257,7.744240386990037,55.46471341419678
GULFPORT BEHAVIORAL HEALTH SYSTEM,-89.098263,30.446688,H,MS,12.0,13,54.92,VE,6.239031342046257,7.744240386990037,55.46471341419678
H. C. WATKINS MEMORIAL HOSPITAL,-88.72595896,32.03053361,H,MS,84.0,0,236.9,Nan,0.0,14.825785531338072,47.46272636842596
HIGHLAND COMMUNITY HOSPITAL,-89.66513169,30.55006281,H,MS,30.0,9,131.51,AE,1.056066944825834,15.435336495567565,59.65784134939952
HOLMES COUNTY HOSPITAL AND CLINICS,-90.03073131,33.11168955,H,MS,63.0,8,177.59,Nan,0.0,23.00958643030765,18.27851419762672
JASPER GENERAL HOSPITAL,-89.29131849,31.97702901,H,MS,127.0,8,0.0,Nan,0.0,11.767537361837055,33.64134506545126
JEFFERSON COUNTY HOSPITAL,-91.0680515,31.70499058,H,MS,75.0,8,84.5,AE,0.0,3.724373732381358,19.89823444575437
JEFFERSON DAVIS GENERAL HOSPITAL,-89.8722649,31.59463819,H,MS,104.0,8,0.0,A,0.0,15.14874747685348,33.681988026455514
JOHN C. STENNIS MEMORIAL HOSPITAL,-88.67962197,32.77782229,H,MS,142.0,8,314.57,AE,0.0,16.271674505594607,34.52217901543469
KING'S DAUGHTERS MEDICAL CENTER,-90.45781796,31.58916309,H,MS,155.0,13,451.79,AE,0.0,20.489451355630024,41.80492783112695
LAIRD HOSPITAL,-89.10376033,32.57587486,H,MS,145.0,8,419.66,AE,0.0,24.793865352563987,36.652828308195225
LAWRENCE COUNTY HOSPITAL,-90.0998427,31.55407036,H,MS,57.0,8,205.73,Nan,0.0,25.709641534629,40.587618240992754
MAGEE GENERAL HOSPITAL,-89.72902186,31.87118017,H,MS,115.0,13,356.27,Nan,0.0,12.411431988549705,35.36372642199401
MAGNOLIA REGIONAL HEALTH CENTER,-88.55982341,34.9353131,H,MS,142.0,9,443.13,AE,0.0,16.46319301319577,6.8335098508971885
MARION GENERAL HOSPITAL,-89.8055791,31.25599595,H,MS,57.0,8,155.72,Nan,0.0,43.90066528289545,59.664966984725076
MEDICAL/DENTAL FACILITY AT PARCHMAN,-90.49900793,33.91843957,H,MS,42.0,12,120.29,Nan,0.0,14.828129105038848,12.157368448166206
MEMORIAL HOSPITAL OF GULFPORT,-89.11556961,30.36767541,H,MS,13.0,13,54.92,VE,5.785444060692201,11.838980368926006,100.0
MERIT HEALTH BILOXI,-88.88975065,30.39593868,H,MS,13.0,13,54.92,VE,4.856901891701637,8.756128251518449,47.77173172417186
MERIT HEALTH CENTRAL,-90.25451918,32.28776853,H,MS,129.0,13,275.42,AE,0.0,24.81863712755651,31.573757997027375
MERIT HEALTH MADISON,-90.08319563,32.58137191,H,MS,75.0,10,292.43,AE,0.0,20.61682839646771,20.74367819376896
MERIT HEALTH NATCHEZ,-91.39179229999999,31.52748985,H,MS,42.0,9,90.17,Nan,0.0,18.27199200785198,39.53211778637229
MERIT HEALTH RANKIN,-90.0347478,32.28664299,H,MS,106.0,13,321.3,AE,0.0,17.10179404712065,34.37017121109664
MERIT HEALTH RIVER OAKS,-90.10541090000001,32.32533746,H,MS,84.0,9,321.3,AE,0.0,15.570372394593283,26.118276332036327
MERIT HEALTH RIVER REGION,-90.82452733,32.37437276,H,MS,103.0,9,161.92,AE,0.0,12.129958276915858,21.557243565467306
MERIT HEALTH WESLEY,-89.36646237,31.32607396,H,MS,70.0,13,239.28,AE,0.0,19.25736298094455,52.83127204847776
MERIT HEALTH WOMAN'S HOSPITAL,-90.10133418,32.32965119,H,MS,81.0,8,321.3,AE,0.0,15.570372394593283,26.118276332036327
METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,-89.79202702,34.92264456,H,MS,108.0,10,291.11,AE,0.0,11.545145421948972,7.793812697229417
MISSISSIPPI BAPTIST MEDICAL CENTER,-90.17944559,32.3147564,H,MS,111.0,13,275.42,AE,0.0,0.0,27.21136856134522
MISSISSIPPI METHODIST REHABILITATION CENTER,-90.17223839,32.32835321,H,MS,97.0,13,275.42,AE,0.0,24.223756967517428,30.59121396720542
MISSISSIPPI STATE HOSPITAL,-90.06975006,32.2413923,H,MS,105.0,8,321.3,AE,0.0,14.913853654862239,20.105996444494824
MONROE REGIONAL HOSPITAL,-88.54024448,33.82018241,H,MS,63.0,9,220.27,Nan,0.0,16.67196089825047,7.619745969050691
NESHOBA COUNTY GENERAL HOSPITAL,-89.10626096,32.75696071,H,MS,127.0,8,421.49,AE,0.0,18.744156341858336,32.988439674923065
NORTH MISSISSIPPI MEDICAL CENTER,-88.71644811,34.24195934,H,MS,85.0,13,293.65,AE,0.0,16.62179824621601,7.9004576639947475
NORTH MISSISSIPPI STATE HOSPITAL,-88.67182751,34.23760657,H,MS,76.0,10,293.65,AE,0.0,16.62179824621601,7.9004576639947475
NORTH SUNFLOWER MEDICAL CENTER,-90.54545455,33.7344354,H,MS,41.0,12,120.29,Nan,0.0,19.504992995504924,19.346729984623185
NORTHWEST MS MEDICAL CENTER,-90.55221628,34.19596032,H,MS,44.0,12,166.33,Nan,0.0,0.0,5.18118191463213
NORTH MS MEDICAL CENTER - WEST POINT,-88.66237784,33.61939639,H,MS,69.0,9,211.81,Nan,0.0,15.56765938524858,22.422412834870048
NOXUBEE GENERAL CRITICAL ACCESS HOSPITAL,-88.55860538,33.1222328,H,MS,73.0,9,155.67,Nan,0.0,11.897463396613679,23.14164045178152
OAK CIRCLE CENTER,-90.06874145,32.24240149,H,MS,90.0,8,321.3,AE,0.0,14.913853654862239,20.105996444494824
OCEAN SPRINGS HOSPITAL,-88.78071444,30.41413522,H,MS,11.0,13,22.76,VE,9.638985367680585,17.165503099265507,55.94296142346982
OCH REGIONAL MEDICAL CENTER,-88.82060544,33.47617386,H,MS,96.0,13,283.19,AE,0.0,15.192240284709499,27.163532929549998
OCHSNER MEDICAL CENTER - HANCOCK,-89.35433795,30.31677449,H,MS,10.0,13,71.32,VE,10.185557052404844,20.36631476548507,58.80687192919736
PANOLA MEDICAL CENTER,-89.91460188,34.30629814,H,MS,99.0,9,235.96,Nan,0.0,12.35782422278656,13.210010984848411
PARKWOOD BEHAVIORAL HEALTH SYSTEM,-89.8456803,34.96098244,H,MS,116.0,10,291.11,AE,0.0,9.50834805529942,6.427364834952905
